역번호,역사명,노선번호,노선명,영문역사명,한자역사명,환승역구분,환승노선번호,환승노선명,역위도,역경도,운영기관명,역사도로명주소,역사전화번호,데이터기준일자
1759,안산역,I28K1,수인선,Ansan,安山,환승역,I4103,안산과천선,37.327006,126.788748,한국철도공사,경기도 안산시 단원구 중앙대로 462,1588-7788,2025-04-08
0146,안심(혁신도시·첨복단지),S2701,대구 도시철도 1호선,"Ansim
(Innovation city · High-techMedical Complex)",安心(革新都市․尖複團地),일반역,,,35.8712,128.7338,대구교통공사,동구 안심로 지하455 (괴전동),053-963-7769,2025-03-31
0639,안암(고대병원앞),S1106,6호선,Anam (Korea Univ. Hospital),安岩(高大病院앞),일반역,,,37.586261,127.02903,서울교통공사,서울특별시 성북구 고려대로 지하89(안암동5가),02-6311-6391,2024-12-31
1706,안양역,I4101,경부선,Anyang,安 養,일반역,,,37.401929,126.922647,한국철도공사,경기도 안양시 만안구 만안로 232,1588-7788,2025-04-08
0125,안지랑,S2701,대구 도시철도 1호선,Anjirang,한자가없음,일반역,,,35.8392,128.574,대구교통공사,남구 대명로 지하141 (대명동),053-626-7747,2025-03-31
0414,안평,L2604,부산 경량도시철도 4호선,Anpyeong,安平,일반역,,,35.23733,129.17183,부산광역시 부산교통공사,부산광역시 기장군 철마면 반송로 1001,051-678-6414,2022-11-30
0810,암사,S1108,8호선,Amsa,岩寺,일반역,,,37.550127,127.127521,서울교통공사,서울특별시 강동구 올림픽로 지하776(암사동),02-6311-8101,2024-12-31
0809,암사역사공원,S1108,8호선,Amsa History Park,岩寺歷史公園,일반역,,,37.557167,127.137556,서울교통공사,서울시 강동구 아리수로 27번길 2,02-6311-8091,2024-12-31
0336,압구정,I1103,3호선,Apgujeong,狎鷗亭,일반역,,,37.526169,127.028502,서울교통공사,서울특별시 강남구 압구정로 지하172(신사동),02-6110-3361,2024-12-31
1848,압구정로데오역,I4105,분당선,Apgujeongrodeo,押鷗亭로데오,일반역,,,37.527385,127.040555,한국철도공사,서울시 강남구 압구정동 495(강남구 압구정로 지하 402),1588-7788,2025-04-08
0530,애오개,S1105,5호선,Aeogae,-,일반역,,,37.553592,126.956733,서울교통공사,서울특별시 마포구 마포대로 지하210(아현동),02-6311-5301,2024-12-31
1277,야당역,I4108,경의중앙선,Yadang,野塘,일반역,,,37.712749,126.761535,한국철도공사,경기도 파주시 소리천로 10,1588-7788,2025-04-08
1876,야목역,I28K1,수인선,Yamok,野牧,일반역,,,37.261211,126.884029,한국철도공사,경기도 화성시 매송면 본오매송로 286(야목리),1588-7788,2025-04-08
1854,야탑역,I4105,분당선,Yatap,野 塔,일반역,,,37.41132,127.128661,한국철도공사,경기도 성남시 성남대로 지하 903(야탑동 688-1),1588-7788,2025-04-08
0333,약수,I1103,3호선,Yaksu,藥水,환승역,S1106,수도권  도시철도 6호선,37.554554,127.010858,서울교통공사,서울특별시 중구 다산로 지하122(신당동),02-6110-3331,2024-12-31
0633,약수,S1106,6호선,Yaksu,藥水,환승역,I1103,수도권  광역철도 3호선,37.554087,127.010237,서울교통공사,서울특별시 중구 다산로 지하115(신당동),02-6311-6331,2024-12-31
107,양동시장,S2901,광주도시철도 1호선,Yangdong Market,良洞市場,일반역,,,35.154176,126.901089,광주교통공사,광주광역시 서구 경열로 지하 152(양동),062-604-8470,2022-09-02
0243,양산,S2602,부산 도시철도 2호선,Yangsan,梁山,일반역,,,35.33851,129.02643,부산광역시 부산교통공사,경상남도 양산시 강변로 441,051-678-6243,2022-11-30
1212,양수역,I4108,경의중앙선,Yangsu,兩 水,일반역,,,37.545998,127.328948,한국철도공사,경기도 양평군 양서면 목왕로 55-10,1588-7788,2025-04-08
1204,양원역,I4108,경의중앙선,Yangwon,養 源,일반역,,,36.963729,129.091321,한국철도공사,서울시 중랑구 송림길 147(망우동),1588-7788,2025-04-08
0342,양재(서초구청),I1103,3호선,Yangjae (Seocho-gu Office),良才(瑞草區廳),환승역,I41D1,수도권  광역철도 신분당선,37.48458,127.03423,서울교통공사,서울특별시 서초구 남부순환로 지하2585(서초동),02-6110-3421,2024-12-31
D008,양재(서초구청),I11D1,신분당선,Yangjae(Secho-gu Office),良才(瑞草區廳),환승역,I11D1,수도권 광역철도 신분당선,37.48445352,127.0340995,경기도 신분당선,서울시 서초구 남부순환로 지하 2585,02) 810-5830,2025-09-30
D009,양재시민의숲(매헌),I11D1,신분당선,Yangjae Citizen's Forest(Maeheon),良才市民의숲(梅軒),일반역,,,37.47096388,127.0384203,경기도 신분당선,서울특별시 서초구 매헌로 지하 116,02) 810-5820,2025-09-30
0121,양정,S2601,부산 도시철도 1호선,Yangjeong,楊亭,일반역,,,35.17304,129.07119,부산광역시 부산교통공사,부산광역시 부산진구 중앙대로 지하930 ,051-678-6121,2022-11-30
1207,양정역,I4108,경의중앙선,Yangjeong,養 正,일반역,,,37.604269,127.194602,한국철도공사,경기도 남양주시 경강로 237(이패동 398-32),1588-7788,2025-04-08
1909,양주역,I4102,경원선,Yangju,楊州,일반역,,,37.774281,127.044719,한국철도공사,경기도 양주시 평화로 919(남방동 94-1),1588-7788,2025-04-08
2342,양천구청,S1122,2호선,Yangcheon-gu Office,陽川區廳,일반역,,,37.5123294,126.865593,서울교통공사,서울특별시 양천구 목동로3길 지하33(신정동),02-6110-2451,2024-12-31
4106,양천향교,S1109,서울 도시철도 9호선,Yangcheon Hyanggyo,陽川鄕校,일반역,,,37.568333,126.841389,서울특별시 서울시메트로9호선㈜,서울특별시 강서구 양천로 지하341,02-2656-0906,2024-02-29
G100,양촌역,L41G1,김포도시철도,Yangchon ,陽村,일반역,,,37.641639,126.614694,김포골드라인에스알에스㈜,경기도 김포시 양촌읍 양촌역길 107,031-8048-1700,2024.12.18
0522,양평,S1105,5호선,Yangpyeong,楊坪,일반역,,,37.525614,126.886177,서울교통공사,서울특별시 영등포구 양산로 지하21(양평동2가),02-6311-5221,2024-12-31
1217,양평역,I4108,경의중앙선,Yangpyeong,楊 平,일반역,,,37.492674,127.491858,한국철도공사,경기도 양평군 양평읍 역전길 30,1588-7788,2025-04-08
U123,어룡,L41U1,의정부,Eoryong,鱼龙,일반역,,,37.74272184,127.0852045,의정부경량전철㈜,경기도 의정부시 충의로 125,031-820-1000,2023-09-04
0726,어린이대공원(세종대),S1107,7호선,Children's Grand Park (Sejong Univ.),어린이大公園(世宗大),일반역,,,37.547962,127.07465,서울교통공사,서울특별시 광진구 능동로 지하210(화양동),02-6311-7261,2024-12-31
0336,어린이세상,S2703,대구 도시철도 3호선,Children's World,儿童世界,일반역,,,35.84516989,128.6244677,대구교통공사, 수성구 동대구로 166(황금동),053-640-7611,2025-03-31
Y113,어정,L41E1,에버라인,Eojeong,御停,일반역,L41E1,수도권  경량도시철도 에버라인,37.27495132,127.1437499,경기도 용인경전철,경기도 용인시 기흥구 어정로 128,031-329-3544,2025-03-25
1875,어천역,I28K1,수인선,Eocheon,漁川,일반역,,,37.250076,126.908805,한국철도공사,경기도 화성시 매송면 화성로 2227-5(어천리),1588-7788,2025-04-08
4126,언주,S1109,수도권  도시철도 9호선,Eonju,彦州,일반역,,,37.507287,127.033868,서울시메트로9호선㈜,서울특별시 강남구 봉은사로 201,02-2656-0926,1900-01-00
0527,여의나루,S1105,5호선,Yeouinaru,여의나루,일반역,,,37.527045,126.932807,서울교통공사,서울특별시 영등포구 여의동로 지하343(여의도동),02-6311-5271,2024-12-31
0526,여의도,S1105,5호선,Yeouido,汝矣島,환승역,S11S1,수도권  도시철도 9호선,37.521678,126.924318,서울교통공사,서울특별시 영등포구 여의나루로 지하40(여의도동),02-6311-5261,2024-12-31
4115,여의도,S1109,서울 도시철도 9호선,Yeouido,汝矣島,환승역,S1105,서울 도시철도 5호선,37.521744,126.924167,서울특별시 서울시메트로9호선㈜,서울특별시 영등포구 의사당대로 지하101 (여의도동),02-2656-0915,2024-02-29
1511,여주역,I41K5,경강선,Yeoju,驪州,일반역,,,37.282881,127.628571,한국철도공사,경기도 여주시 교동로 80(교동 403-1),1588-7788,2025-04-08
1803,역곡역,I1101,경인선,Yeokgok,驛 谷,일반역,,,37.48514,126.811622,한국철도공사,경기도 부천시 원미구 역곡로 1(역곡동),1588-7788,2025-04-08
0221,역삼,S1102,2호선,Yeoksam,驛三,일반역,,,37.500658,127.03643,서울교통공사,서울특별시 강남구 테헤란로 지하156(역삼동),02-6110-2211,2024-12-31
0611,역촌,S1106,6호선,Yeokchon,驛村,일반역,,,37.60605,126.922764,서울교통공사,서울특별시 은평구 서오릉로 지하63(녹번동),02-6311-6111,2024-12-31
0123,연산,S2601,부산 도시철도 1호선,Yeonsan,蓮山,환승역,S2601+S2603,부산 도시철도 1호선+부산 도시철도 3호선,35.18611,129.08167,부산광역시 부산교통공사,부산광역시 연제구 중앙대로 지하 1101,051-678-6123,2022-11-30
0305,연산,S2603,부산 도시철도 3호선,Yeonsan,蓮山,환승역,S2601+S2603,부산 도시철도 1호선+부산 도시철도 3호선,35.18614,129.08147,부산광역시 부산교통공사,부산광역시 연제구 연산동 1515-1번지,051-678-6305,2022-11-30
1885,연수역,I28K1,수인선,Yeonsu,延壽,일반역,,,37.417769,126.678991,한국철도공사,인천시 연수구 벚꽃로 115,1588-7788,2025-04-08
0321,연신내,I1103,3호선,Yeonsinnae,-,환승역,S1106,수도권  도시철도 6호선,37.619295,126.920959,서울교통공사,서울특별시 은평구 통일로 지하849(갈현동),02-6110-3211,2024-12-31
0614,연신내,S1106,6호선,Yeonsinnae,-,환승역,I1103,수도권  광역철도 3호선,37.618483,126.920403,서울교통공사,서울특별시 은평구 통일로 지하849(갈현동),02-6110-3211,2024-12-31
0019,연지공원,L48B1,부산김해경전철,Yeonji Park,蓮池公園,일반역,,,35.24965763,128.8692908,부산-김해경전철㈜,경상남도 김해시 해반천로 5,055-310-9619,2022-04-27
1919,연천역,I4102,경원선,Yeoncheon,蓮川,일반역,,,38.100485,127.07368,한국철도공사,경기도 연천군 연천읍 연천로 273-7(차탄리),1588-7788,2025-04-08
0237,연호,S2702,대구 도시철도 2호선,Yeonho,蓮湖,일반역,,,35.8465,128.67185,대구교통공사,수성구 달구벌대로 지하2870 (연호동),053-791-0922,2025-03-31
4110,염창,S1109,서울 도시철도 9호선,Yeomchang,鹽倉,일반역,,,37.546944,126.874722,서울특별시 서울시메트로9호선㈜,서울특별시 강서구 공항대로 지하631,02-2656-0910,2024-02-29
0244,영남대,S2702,대구 도시철도 2호선,Yeungnam University,嶺南大,일반역,,,35.836373,128.752966,대구교통공사,"경상북도 경산시 대학로 지하270 (대동, 영남대역)",053-801-3785,2025-03-31
0127,영대병원,S2701,대구 도시철도 1호선,Yeungnam University Hospital,嶺大病院,일반역,,,35.8442516,128.5882407,대구교통공사,남구 대명로 지하292 (대명동),053-626-7760,2025-03-31
1006,영등포역,I4101,경부선,Yeongdeungpo,永登浦,일반역,,,37.515756,126.907411,한국철도공사,서울시 영등포구 경인로 846(영등포동 1가 618-496),1588-7788,2025-04-08
0236,영등포구청,S1102,2호선,Yeongdeungpo-gu Office,永登浦區廳,환승역,S1105,수도권  도시철도 5호선,37.525766,126.896627,서울교통공사,서울특별시 영등포구 당산로 지하121(당산동3가),02-6110-2361,2024-12-31
0523,영등포구청,S1105,5호선,Yeongdeungpo-gu Office,永登浦區廳,환승역,S1102,수도권  도시철도 2호선,37.524209,126.895022,서울교통공사,서울특별시 영등포구 양산로 지하116(당산동3가),02-6311-5231,2024-12-31
0524,영등포시장,S1105,5호선,Yeongdeungpo Market,永登浦市場,일반역,,,37.52276,126.905143,서울교통공사,서울특별시 영등포구 양산로 지하200(영등포동5가),02-6311-5241,2024-12-31
0411,영산대,L2604,부산 경량도시철도 4호선,Youngsan Univ.,靈山大,일반역,,,35.22578,129.14617,부산광역시 부산교통공사,부산광역시 해운대구 반송로 803,051-678-6411,2022-11-30
A072,영종,I28A1,인천국제공항선,Yeongjong,永宗,일반역,,,37.51209814,126.5242471,공항철도주식회사,인천광역시 중구 백운로414번길 75,1599-7788,2023-05-31
1868,영통역,I4105,분당선,Yeongtong,靈 通,일반역,,,37.251521,127.071341,한국철도공사,경기도 수원시 영통구 봉영로 지하 1560,1588-7788,2025-04-08
3125,예술회관,S2801,인천지하철 1호선,Arts Center,藝術會館,일반역,-,-,37.449334,126.700991,인천교통공사,인천광역시 남동구 예술로 172,032-441-3125,2022-04-30
0352,오금,I1103,3호선,Ogeum,梧琴,환승역,S1105,수도권  도시철도 5호선,37.502288,127.128344,서울교통공사,서울특별시 송파구 오금로 지하321(오금동),02-6110-3521,2024-12-31
P552,오금,S1105,5호선,Ogeum,梧琴,환승역,I1103,수도권  광역철도 3호선,37.502228,127.127701,서울교통공사,서울특별시 송파구 오금로 지하321(오금동),02-6110-3521,2024-12-31
0406,오남역,I4104,진접선,Onam,梧南,일반역,,,37.7054056,127.191644,남양주도시공사,경기도 남양주시 오남읍 진건오남로 지하 929,02-6110-1921,2022-08-31
0108,오룡,S3001,대전 도시철도 1호선,Oryong,五龍,일반역,,,36.328582,127.405046,대전교통공사,대전광역시 중구 계룡로 지하 793(오류동),042-539-3608,2022-05-09
1802,오류동역,I1101,경인선,Oryu-dong,梧柳洞,일반역,,,37.4944,126.844551,한국철도공사,서울시 구로구 경인로 20길 13,1588-7788,2025-04-08
1859,오리역,I4105,분당선,Ori,梧 里,일반역,,,37.339832,127.108985,한국철도공사,경기도 성남시 분당구 성남대로 지하 55(구미동 795),1588-7788,2025-04-08
0521,오목교(목동운동장앞),S1105,5호선,Omokgyo (Mokdong Stadium),梧木橋(木洞運動場앞),일반역,,,37.524557,126.875049,서울교통공사,서울특별시 양천구 오목로 지하342(목동),02-6311-5211,2024-12-31
1874,오목천역,I28K1,수인선,Omokcheon,梧木川,일반역,,,37.243011,126.9636354,한국철도공사,경기도 수원시 권선구 삼천병마로 1576(오목천동),1588-7788,2025-04-08
1216,오빈역,I4108,경의중앙선,Obin,梧濱,일반역,,,37.506061,127.474053,한국철도공사,경기도 양평군 양평읍 덕바위길 58,1588-7788,2025-04-08
1719,오산역,I4101,경부선,Osan,烏 山,일반역,,,37.145472,127.066708,한국철도공사,경기도 오산시 오산동 역광장로 59,1588-7788,2025-04-08
1718,오산대역,I4101,경부선,Osan College,烏山大,일반역,,,37.169401,127.063081,한국철도공사,경기도 오산시 청학로 236,1588-7788,2025-04-08
8012,오시리아역,I26K6,동해선,OSIRIA,오시리아,일반역,,,35.196256,129.208291,한국철도공사,부산광역시 기장군 기장읍 당사리 261-8,1588-7788,2025-04-08
1762,오이도역,I4103,안산과천선,Oido,烏耳島,환승역,I28K1,수인선,37.361773,126.738437,한국철도공사,경기도 시흥시 역전로 430,1588-7788,2025-04-08
1762,오이도역,I28K1,수인선,Oido,烏耳島,환승역,I4103,안산과천선,37.361773,126.738437,한국철도공사,경기도 시흥시 역전로 430,1588-7788,2025-04-08
0335,옥수,I1103,3호선,Oksu,玉水,환승역,I41K4,수도권  광역철도 경의중앙,37.541653,127.017303,서울교통공사,서울특별시 성동구 동호로 21(옥수동),02-6110-3351,2024-12-31
1011,옥수역,I4102,경원선,Oksu,玉 水,환승역,I1103,수도권 광역철도 3호선,37.540514,127.018698,한국철도공사,서울시 성동구 동호로 지하21(옥수동),1588-7788,2025-04-08
1821,온수역,I1101,경인선,Onsu,溫 水,환승역,S1107,수도권 도시철도 7호선,37.492267,126.823399,한국철도공사,서울시 구로구 부일로 872,1588-7788,2025-04-08
0750,온수(성공회대입구),S1107,7호선,Onsu (Sungkonghoe Univ.),溫水(聖公會大入口),환승역,I4101,수도권  광역철도 1호선,37.492059,126.823294,서울교통공사,서울특별시 구로구 경인로3길 지하64(온수동),02-6311-7501,2024-12-31
1407,온양온천역,I4401,장항선,Onyangoncheon,溫陽溫泉,일반역,,,36.780419,127.003707,한국철도공사,충남 아산시 온천대로 1496(온천동 56-9),1588-7788,2025-04-08
